ssp_grouper_id,sub_category_id,parent_title_name,sub_category_name,parent_description,disease_area,category,medicare_apc,anchor_codes
NE01Z,NE013,Sleep study (polysomnography),"In-lab polysomnography, simple (<4 parameters)","A sleep study, also known as a polysomnography, is a test that monitors your brain waves, heart rate, breathing, oxygen levels, and movements while you sleep to diagnose sleep disorders like sleep apnea or narcolepsy. Technicians attach sensors and monitors to your body that record data throughout the night without pain or discomfort. The study can be done at a sleep lab facility or in some cases at your home with portable equipment. Results help your doctor understand what's happening during your sleep and determine the right treatment for you. You'll receive a detailed report showing your sleep patterns and any interruptions. Different types of sleep studies vary in complexity and setting, from simple home monitoring to comprehensive lab-based testing. The cost of this procedure may vary depending on the complexity involved. Categories include home sleep testing, limited parameters, home sleep testing, standard parameters, in-lab polysomnography, simple (<4 parameters), and in-lab polysomnography, complex.",Neurology,I&S,5723,95807
NE01Z,NE014,Sleep study (polysomnography),"In-lab polysomnography, complex","A sleep study, also known as a polysomnography, is a test that monitors your brain waves, heart rate, breathing, oxygen levels, and movements while you sleep to diagnose sleep disorders like sleep apnea or narcolepsy. Technicians attach sensors and monitors to your body that record data throughout the night without pain or discomfort. The study can be done at a sleep lab facility or in some cases at your home with portable equipment. Results help your doctor understand what's happening during your sleep and determine the right treatment for you. You'll receive a detailed report showing your sleep patterns and any interruptions. Different types of sleep studies vary in complexity and setting, from simple home monitoring to comprehensive lab-based testing. The cost of this procedure may vary depending on the complexity involved. Categories include home sleep testing, limited parameters, home sleep testing, standard parameters, in-lab polysomnography, simple (<4 parameters), and in-lab polysomnography, complex.",Neurology,I&S,5723,"95808, 95810, 95811"
NE01Z,NE014,Sleep study (polysomnography),"In-lab polysomnography, complex","A sleep study, also known as a polysomnography, is a test that monitors your brain waves, heart rate, breathing, oxygen levels, and movements while you sleep to diagnose sleep disorders like sleep apnea or narcolepsy. Technicians attach sensors and monitors to your body that record data throughout the night without pain or discomfort. The study can be done at a sleep lab facility or in some cases at your home with portable equipment. Results help your doctor understand what's happening during your sleep and determine the right treatment for you. You'll receive a detailed report showing your sleep patterns and any interruptions. Different types of sleep studies vary in complexity and setting, from simple home monitoring to comprehensive lab-based testing. The cost of this procedure may vary depending on the complexity involved. Categories include home sleep testing, limited parameters, home sleep testing, standard parameters, in-lab polysomnography, simple (<4 parameters), and in-lab polysomnography, complex.",Neurology,I&S,5723,"95808, 95810, 95811"
NE020,NE020,SNS device programming,-,"SNS device programming is an outpatient appointment where your doctor adjusts the settings on your sacral neuromodulation device to optimize pain relief or symptom control. Using a wireless programmer, your doctor can change the electrical pulse intensity, frequency, and pattern without needing surgery. You'll work together to find the settings that provide the best symptom relief with minimal side effects. Programming sessions usually take 30-60 minutes and may need to be repeated as your condition changes. You can make small adjustments at home using a patient programmer if your device allows it. Regular follow-up appointments ensure your device continues to work effectively for your needs.",Neurology,I&S,5742,"95971, 95972"
NE020,NE020,SNS device programming,-,"SNS device programming is an outpatient appointment where your doctor adjusts the settings on your sacral neuromodulation device to optimize pain relief or symptom control. Using a wireless programmer, your doctor can change the electrical pulse intensity, frequency, and pattern without needing surgery. You'll work together to find the settings that provide the best symptom relief with minimal side effects. Programming sessions usually take 30-60 minutes and may need to be repeated as your condition changes. You can make small adjustments at home using a patient programmer if your device allows it. Regular follow-up appointments ensure your device continues to work effectively for your needs.",Neurology,I&S,5742,"95971, 95972"
NM01Z,NM011,Nerve block injection,Anesthetic agent,"A nerve block is an injection of medication near a specific nerve or group of nerves to relieve pain. It can calm pain from conditions such as back or nerve pain, or provide numbing for a procedure. Your doctor cleans the skin and often uses imaging, such as X-ray or ultrasound, to guide the needle precisely to the target nerve. The injection usually contains a local anesthetic to numb the area and sometimes a steroid to reduce inflammation. You feel a brief prick and some pressure. Depending on the type, relief can begin within minutes and last from hours to weeks. A nerve block can reduce your pain, lower your need for other pain medication, and help you move and function more comfortably.",Neurology,I&S,5442,"64400, 64415, 64416, 64435, 64445, 64447, 64448, 64450, 64461, 64483, 64484, 64488, 64490, 64491, 64492, 64493, 64494, 64495"
NM01Z,NM011,Nerve block injection,Anesthetic agent,"A nerve block is an injection of medication near a specific nerve or group of nerves to relieve pain. It can calm pain from conditions such as back or nerve pain, or provide numbing for a procedure. Your doctor cleans the skin and often uses imaging, such as X-ray or ultrasound, to guide the needle precisely to the target nerve. The injection usually contains a local anesthetic to numb the area and sometimes a steroid to reduce inflammation. You feel a brief prick and some pressure. Depending on the type, relief can begin within minutes and last from hours to weeks. A nerve block can reduce your pain, lower your need for other pain medication, and help you move and function more comfortably.",Neurology,I&S,5442,"64400, 64415, 64416, 64435, 64445, 64447, 64448, 64450, 64461, 64483, 64484, 64488, 64490, 64491, 64492, 64493, 64494, 64495"
NM01Z,NM012,Nerve block injection,Epidural,"A nerve block is an injection of medication near a specific nerve or group of nerves to relieve pain. It can calm pain from conditions such as back or nerve pain, or provide numbing for a procedure. Your doctor cleans the skin and often uses imaging, such as X-ray or ultrasound, to guide the needle precisely to the target nerve. The injection usually contains a local anesthetic to numb the area and sometimes a steroid to reduce inflammation. You feel a brief prick and some pressure. Depending on the type, relief can begin within minutes and last from hours to weeks. A nerve block can reduce your pain, lower your need for other pain medication, and help you move and function more comfortably.",Neurology,I&S,5442,"62321, 62323"
NM01Z,NM012,Nerve block injection,Epidural,"A nerve block is an injection of medication near a specific nerve or group of nerves to relieve pain. It can calm pain from conditions such as back or nerve pain, or provide numbing for a procedure. Your doctor cleans the skin and often uses imaging, such as X-ray or ultrasound, to guide the needle precisely to the target nerve. The injection usually contains a local anesthetic to numb the area and sometimes a steroid to reduce inflammation. You feel a brief prick and some pressure. Depending on the type, relief can begin within minutes and last from hours to weeks. A nerve block can reduce your pain, lower your need for other pain medication, and help you move and function more comfortably.",Neurology,I&S,5442,"62321, 62323"
NP010,NP010,Cranial neurostimulator implantation,-,"A cranial neurostimulator is a small device implanted under your scalp that delivers electrical impulses to help manage chronic pain or neurological conditions. Your surgeon makes a small incision, positions the device, and connects it to electrodes placed on nerves in your head or brain. The device is then programmed to send gentle electrical signals that can reduce pain or improve symptoms. This outpatient procedure typically takes 1-2 hours under general anesthesia. You'll be able to go home the same day or after a brief recovery period. After surgery, you may need adjustments to the device settings as your body heals and adapts.",Neurology,Encounter,5465,"61885, 61886"
NP010,NP010,Cranial neurostimulator implantation,-,"A cranial neurostimulator is a small device implanted under your scalp that delivers electrical impulses to help manage chronic pain or neurological conditions. Your surgeon makes a small incision, positions the device, and connects it to electrodes placed on nerves in your head or brain. The device is then programmed to send gentle electrical signals that can reduce pain or improve symptoms. This outpatient procedure typically takes 1-2 hours under general anesthesia. You'll be able to go home the same day or after a brief recovery period. After surgery, you may need adjustments to the device settings as your body heals and adapts.",Neurology,Encounter,5465,"61885, 61886"
NP020,NP020,Intrathecal pump implantation,-,"An intrathecal pump is a device that delivers pain medication or other drugs directly into the fluid surrounding your spinal cord, which can reduce the amount of medication needed. Your surgeon implants a small pump under your skin, usually in your abdomen, and places a thin catheter that runs to the area around your spinal cord. This targeted delivery method can provide better pain control with fewer side effects than taking medications by mouth. The procedure is performed as outpatient surgery under general anesthesia and typically takes 1-2 hours. You can usually return home the same day after recovery. Regular refills and programming adjustments will be needed to maintain your treatment.",Neurology,Encounter,5471,"62362, 62365"
NP020,NP020,Intrathecal pump implantation,-,"An intrathecal pump is a device that delivers pain medication or other drugs directly into the fluid surrounding your spinal cord, which can reduce the amount of medication needed. Your surgeon implants a small pump under your skin, usually in your abdomen, and places a thin catheter that runs to the area around your spinal cord. This targeted delivery method can provide better pain control with fewer side effects than taking medications by mouth. The procedure is performed as outpatient surgery under general anesthesia and typically takes 1-2 hours. You can usually return home the same day after recovery. Regular refills and programming adjustments will be needed to maintain your treatment.",Neurology,Encounter,5471,"62362, 62365"
NP03Z,NP031,SNS device insertion,Revision / removal,"Sacral neuromodulation (SNS) is a treatment where a small device is implanted near your sacral nerves to send electrical pulses that help control bladder, bowel, or pain issues. The procedure involves placing an electrode near these nerves and connecting it to a pulse generator (battery pack) under your skin. Before permanent implantation, you may have a trial period with temporary leads to confirm the treatment works for you. The outpatient implantation typically takes 1-2 hours under general anesthesia. You can return home the same day with careful activity restrictions while healing. The device can be adjusted or removed if needed, and battery replacement is required every few years. This type of procedure can be performed various ways, including revision/removal, implantation, electrode array, and implantation, pulse generator / definitive, and the cost may vary depending on the specific approach or service provided.",Neurology,Encounter,5464,"64585, 64595"
NP03Z,NP031,SNS device insertion,Revision / removal,"Sacral neuromodulation (SNS) is a treatment where a small device is implanted near your sacral nerves to send electrical pulses that help control bladder, bowel, or pain issues. The procedure involves placing an electrode near these nerves and connecting it to a pulse generator (battery pack) under your skin. Before permanent implantation, you may have a trial period with temporary leads to confirm the treatment works for you. The outpatient implantation typically takes 1-2 hours under general anesthesia. You can return home the same day with careful activity restrictions while healing. The device can be adjusted or removed if needed, and battery replacement is required every few years. This type of procedure can be performed various ways, including revision/removal, implantation, electrode array, and implantation, pulse generator / definitive, and the cost may vary depending on the specific approach or service provided.",Neurology,Encounter,5464,"64585, 64595"
NP03Z,NP032,SNS device insertion,"Implantation, electrode array","Sacral neuromodulation (SNS) is a treatment where a small device is implanted near your sacral nerves to send electrical pulses that help control bladder, bowel, or pain issues. The procedure involves placing an electrode near these nerves and connecting it to a pulse generator (battery pack) under your skin. Before permanent implantation, you may have a trial period with temporary leads to confirm the treatment works for you. The outpatient implantation typically takes 1-2 hours under general anesthesia. You can return home the same day with careful activity restrictions while healing. The device can be adjusted or removed if needed, and battery replacement is required every few years. This type of procedure can be performed various ways, including revision/removal, implantation, electrode array, and implantation, pulse generator / definitive, and the cost may vary depending on the specific approach or service provided.",Neurology,Encounter,5464,"64561, 64581"
NP03Z,NP032,SNS device insertion,"Implantation, electrode array","Sacral neuromodulation (SNS) is a treatment where a small device is implanted near your sacral nerves to send electrical pulses that help control bladder, bowel, or pain issues. The procedure involves placing an electrode near these nerves and connecting it to a pulse generator (battery pack) under your skin. Before permanent implantation, you may have a trial period with temporary leads to confirm the treatment works for you. The outpatient implantation typically takes 1-2 hours under general anesthesia. You can return home the same day with careful activity restrictions while healing. The device can be adjusted or removed if needed, and battery replacement is required every few years. This type of procedure can be performed various ways, including revision/removal, implantation, electrode array, and implantation, pulse generator / definitive, and the cost may vary depending on the specific approach or service provided.",Neurology,Encounter,5464,"64561, 64581"
NP03Z,NP033,SNS device insertion,"Implantation, pulse generator / definitive","Sacral neuromodulation (SNS) is a treatment where a small device is implanted near your sacral nerves to send electrical pulses that help control bladder, bowel, or pain issues. The procedure involves placing an electrode near these nerves and connecting it to a pulse generator (battery pack) under your skin. Before permanent implantation, you may have a trial period with temporary leads to confirm the treatment works for you. The outpatient implantation typically takes 1-2 hours under general anesthesia. You can return home the same day with careful activity restrictions while healing. The device can be adjusted or removed if needed, and battery replacement is required every few years. This type of procedure can be performed various ways, including revision/removal, implantation, electrode array, and implantation, pulse generator / definitive, and the cost may vary depending on the specific approach or service provided.",Neurology,Encounter,5464,64590
NP03Z,NP033,SNS device insertion,"Implantation, pulse generator / definitive","Sacral neuromodulation (SNS) is a treatment where a small device is implanted near your sacral nerves to send electrical pulses that help control bladder, bowel, or pain issues. The procedure involves placing an electrode near these nerves and connecting it to a pulse generator (battery pack) under your skin. Before permanent implantation, you may have a trial period with temporary leads to confirm the treatment works for you. The outpatient implantation typically takes 1-2 hours under general anesthesia. You can return home the same day with careful activity restrictions while healing. The device can be adjusted or removed if needed, and battery replacement is required every few years. This type of procedure can be performed various ways, including revision/removal, implantation, electrode array, and implantation, pulse generator / definitive, and the cost may vary depending on the specific approach or service provided.",Neurology,Encounter,5464,64590
NP04Z,NP041,Spinal cord stimulator implantation,Revision / removal,"A spinal cord stimulator is a device that sends mild electrical pulses to your spinal cord to block or reduce chronic pain signals before they reach your brain. Your surgeon places electrodes near your spinal cord and connects them to a pulse generator implanted under your skin, usually near your buttock or abdomen. You'll likely have a trial period with temporary leads to confirm the device will help your pain before permanent implantation. The outpatient procedure takes 1-3 hours depending on complexity, and you can usually go home the same day. Recovery typically takes 1-2 weeks before you can resume normal activities. The device requires periodic programming adjustments and battery replacement every few years. The cost of this procedure may vary depending on the complexity involved. Categories include revision/removal, trial/temporary electrodes, simple, trial/temporary electrodes, plate/paddle, and implantation, pulse generator / definitive.",Neurology,Encounter,5465,"63661, 63662, 63663, 63664, 63688"
NP04Z,NP041,Spinal cord stimulator implantation,Revision / removal,"A spinal cord stimulator is a device that sends mild electrical pulses to your spinal cord to block or reduce chronic pain signals before they reach your brain. Your surgeon places electrodes near your spinal cord and connects them to a pulse generator implanted under your skin, usually near your buttock or abdomen. You'll likely have a trial period with temporary leads to confirm the device will help your pain before permanent implantation. The outpatient procedure takes 1-3 hours depending on complexity, and you can usually go home the same day. Recovery typically takes 1-2 weeks before you can resume normal activities. The device requires periodic programming adjustments and battery replacement every few years. The cost of this procedure may vary depending on the complexity involved. Categories include revision/removal, trial/temporary electrodes, simple, trial/temporary electrodes, plate/paddle, and implantation, pulse generator / definitive.",Neurology,Encounter,5465,"63661, 63662, 63663, 63664, 63688"
NP04Z,NP042,Spinal cord stimulator implantation,Trial / temporary electrodes,"A spinal cord stimulator is a device that sends mild electrical pulses to your spinal cord to block or reduce chronic pain signals before they reach your brain. Your surgeon places electrodes near your spinal cord and connects them to a pulse generator implanted under your skin, usually near your buttock or abdomen. You'll likely have a trial period with temporary leads to confirm the device will help your pain before permanent implantation. The outpatient procedure takes 1-3 hours depending on complexity, and you can usually go home the same day. Recovery typically takes 1-2 weeks before you can resume normal activities. The device requires periodic programming adjustments and battery replacement every few years. The cost of this procedure may vary depending on the complexity involved. Categories include revision/removal, trial/temporary electrodes, simple, trial/temporary electrodes, plate/paddle, and implantation, pulse generator / definitive.",Neurology,Encounter,5465,63650
NP04Z,NP042,Spinal cord stimulator implantation,Trial / temporary electrodes,"A spinal cord stimulator is a device that sends mild electrical pulses to your spinal cord to block or reduce chronic pain signals before they reach your brain. Your surgeon places electrodes near your spinal cord and connects them to a pulse generator implanted under your skin, usually near your buttock or abdomen. You'll likely have a trial period with temporary leads to confirm the device will help your pain before permanent implantation. The outpatient procedure takes 1-3 hours depending on complexity, and you can usually go home the same day. Recovery typically takes 1-2 weeks before you can resume normal activities. The device requires periodic programming adjustments and battery replacement every few years. The cost of this procedure may vary depending on the complexity involved. Categories include revision/removal, trial/temporary electrodes, simple, trial/temporary electrodes, plate/paddle, and implantation, pulse generator / definitive.",Neurology,Encounter,5465,63650
NP04Z,NP043,Spinal cord stimulator implantation,"Implantation, plate / paddle","A spinal cord stimulator is a device that sends mild electrical pulses to your spinal cord to block or reduce chronic pain signals before they reach your brain. Your surgeon places electrodes near your spinal cord and connects them to a pulse generator implanted under your skin, usually near your buttock or abdomen. You'll likely have a trial period with temporary leads to confirm the device will help your pain before permanent implantation. The outpatient procedure takes 1-3 hours depending on complexity, and you can usually go home the same day. Recovery typically takes 1-2 weeks before you can resume normal activities. The device requires periodic programming adjustments and battery replacement every few years. The cost of this procedure may vary depending on the complexity involved. Categories include revision/removal, trial/temporary electrodes, simple, trial/temporary electrodes, plate/paddle, and implantation, pulse generator / definitive.",Neurology,Encounter,5465,63655
NP04Z,NP043,Spinal cord stimulator implantation,"Implantation, plate / paddle","A spinal cord stimulator is a device that sends mild electrical pulses to your spinal cord to block or reduce chronic pain signals before they reach your brain. Your surgeon places electrodes near your spinal cord and connects them to a pulse generator implanted under your skin, usually near your buttock or abdomen. You'll likely have a trial period with temporary leads to confirm the device will help your pain before permanent implantation. The outpatient procedure takes 1-3 hours depending on complexity, and you can usually go home the same day. Recovery typically takes 1-2 weeks before you can resume normal activities. The device requires periodic programming adjustments and battery replacement every few years. The cost of this procedure may vary depending on the complexity involved. Categories include revision/removal, trial/temporary electrodes, simple, trial/temporary electrodes, plate/paddle, and implantation, pulse generator / definitive.",Neurology,Encounter,5465,63655
NP04Z,NP044,Spinal cord stimulator implantation,"Implantation, pulse generator / definitive","A spinal cord stimulator is a device that sends mild electrical pulses to your spinal cord to block or reduce chronic pain signals before they reach your brain. Your surgeon places electrodes near your spinal cord and connects them to a pulse generator implanted under your skin, usually near your buttock or abdomen. You'll likely have a trial period with temporary leads to confirm the device will help your pain before permanent implantation. The outpatient procedure takes 1-3 hours depending on complexity, and you can usually go home the same day. Recovery typically takes 1-2 weeks before you can resume normal activities. The device requires periodic programming adjustments and battery replacement every few years. The cost of this procedure may vary depending on the complexity involved. Categories include revision/removal, trial/temporary electrodes, simple, trial/temporary electrodes, plate/paddle, and implantation, pulse generator / definitive.",Neurology,Encounter,5465,63685
NP04Z,NP044,Spinal cord stimulator implantation,"Implantation, pulse generator / definitive","A spinal cord stimulator is a device that sends mild electrical pulses to your spinal cord to block or reduce chronic pain signals before they reach your brain. Your surgeon places electrodes near your spinal cord and connects them to a pulse generator implanted under your skin, usually near your buttock or abdomen. You'll likely have a trial period with temporary leads to confirm the device will help your pain before permanent implantation. The outpatient procedure takes 1-3 hours depending on complexity, and you can usually go home the same day. Recovery typically takes 1-2 weeks before you can resume normal activities. The device requires periodic programming adjustments and battery replacement every few years. The cost of this procedure may vary depending on the complexity involved. Categories include revision/removal, trial/temporary electrodes, simple, trial/temporary electrodes, plate/paddle, and implantation, pulse generator / definitive.",Neurology,Encounter,5465,63685
OP52Z,OP521,Inpatient delivery,Vaginal (incl. VBAC),"Inpatient delivery is a hospitalization that covers your delivery at the hospital, where your baby is born and you receive comprehensive labor and delivery care. You'll be admitted when labor begins or when your doctor schedules your delivery. Your medical team monitors you and your baby throughout labor, manages pain as needed, and assists with delivery. After delivery, you'll stay in the hospital for recovery and to ensure both you and your baby are healthy. This type of delivery can occur various ways, including vaginal delivery (including VBAC) or cesarean section, and the cost may vary depending on the method of delivery.",Obstetrics,Encounter,807,
OP52Z,OP521,Inpatient delivery,Vaginal (incl. VBAC),"Inpatient delivery is a hospitalization that covers your delivery at the hospital, where your baby is born and you receive comprehensive labor and delivery care. You'll be admitted when labor begins or when your doctor schedules your delivery. Your medical team monitors you and your baby throughout labor, manages pain as needed, and assists with delivery. After delivery, you'll stay in the hospital for recovery and to ensure both you and your baby are healthy. This type of delivery can occur various ways, including vaginal delivery (including VBAC) or cesarean section, and the cost may vary depending on the method of delivery.",Obstetrics,Encounter,807,
OP52Z,OP522,Inpatient delivery,C-section,"Inpatient delivery is a hospitalization that covers your delivery at the hospital, where your baby is born and you receive comprehensive labor and delivery care. You'll be admitted when labor begins or when your doctor schedules your delivery. Your medical team monitors you and your baby throughout labor, manages pain as needed, and assists with delivery. After delivery, you'll stay in the hospital for recovery and to ensure both you and your baby are healthy. This type of delivery can occur various ways, including vaginal delivery (including VBAC) or cesarean section, and the cost may vary depending on the method of delivery.",Obstetrics,Encounter,807,
OP52Z,OP522,Inpatient delivery,C-section,"Inpatient delivery is a hospitalization that covers your delivery at the hospital, where your baby is born and you receive comprehensive labor and delivery care. You'll be admitted when labor begins or when your doctor schedules your delivery. Your medical team monitors you and your baby throughout labor, manages pain as needed, and assists with delivery. After delivery, you'll stay in the hospital for recovery and to ensure both you and your baby are healthy. This type of delivery can occur various ways, including vaginal delivery (including VBAC) or cesarean section, and the cost may vary depending on the method of delivery.",Obstetrics,Encounter,807,
PE01Z,PE011,Pulmonary function testing,Spirometry (baseline airflow),"Pulmonary function testing measures how well your lungs work, including how much air they hold and how quickly you can move air in and out. These breathing tests help diagnose and monitor conditions such as asthma, chronic obstructive pulmonary disease (COPD), and other lung problems. During the test, you breathe into a mouthpiece connected to a machine and follow simple coaching, such as taking a deep breath and blowing out as hard and fast as you can. Some tests measure your lung volumes, check how your airways respond to a medication, or track your breathing during light exercise. The tests are painless and non-invasive, take about 30 to 90 minutes depending on how many are done, and give your doctor a clear picture of your lung health.",Pulmonology,I&S,5723,"94010, 94060, 94150, 94200, 94375"
PE01Z,PE011,Pulmonary function testing,Spirometry (baseline airflow),"Pulmonary function testing measures how well your lungs work, including how much air they hold and how quickly you can move air in and out. These breathing tests help diagnose and monitor conditions such as asthma, chronic obstructive pulmonary disease (COPD), and other lung problems. During the test, you breathe into a mouthpiece connected to a machine and follow simple coaching, such as taking a deep breath and blowing out as hard and fast as you can. Some tests measure your lung volumes, check how your airways respond to a medication, or track your breathing during light exercise. The tests are painless and non-invasive, take about 30 to 90 minutes depending on how many are done, and give your doctor a clear picture of your lung health.",Pulmonology,I&S,5723,"94010, 94060, 94150, 94200, 94375"
PE01Z,PE012,Pulmonary function testing,Lung volumes & mechanics,"Pulmonary function testing measures how well your lungs work, including how much air they hold and how quickly you can move air in and out. These breathing tests help diagnose and monitor conditions such as asthma, chronic obstructive pulmonary disease (COPD), and other lung problems. During the test, you breathe into a mouthpiece connected to a machine and follow simple coaching, such as taking a deep breath and blowing out as hard and fast as you can. Some tests measure your lung volumes, check how your airways respond to a medication, or track your breathing during light exercise. The tests are painless and non-invasive, take about 30 to 90 minutes depending on how many are done, and give your doctor a clear picture of your lung health.",Pulmonology,I&S,5723,"94726, 94727, 94728"
PE01Z,PE012,Pulmonary function testing,Lung volumes & mechanics,"Pulmonary function testing measures how well your lungs work, including how much air they hold and how quickly you can move air in and out. These breathing tests help diagnose and monitor conditions such as asthma, chronic obstructive pulmonary disease (COPD), and other lung problems. During the test, you breathe into a mouthpiece connected to a machine and follow simple coaching, such as taking a deep breath and blowing out as hard and fast as you can. Some tests measure your lung volumes, check how your airways respond to a medication, or track your breathing during light exercise. The tests are painless and non-invasive, take about 30 to 90 minutes depending on how many are done, and give your doctor a clear picture of your lung health.",Pulmonology,I&S,5723,"94726, 94727, 94728"
PE01Z,PE013,Pulmonary function testing,Exercise stress testing,"Pulmonary function testing measures how well your lungs work, including how much air they hold and how quickly you can move air in and out. These breathing tests help diagnose and monitor conditions such as asthma, chronic obstructive pulmonary disease (COPD), and other lung problems. During the test, you breathe into a mouthpiece connected to a machine and follow simple coaching, such as taking a deep breath and blowing out as hard and fast as you can. Some tests measure your lung volumes, check how your airways respond to a medication, or track your breathing during light exercise. The tests are painless and non-invasive, take about 30 to 90 minutes depending on how many are done, and give your doctor a clear picture of your lung health.",Pulmonology,I&S,5723,94618
PE01Z,PE013,Pulmonary function testing,Exercise stress testing,"Pulmonary function testing measures how well your lungs work, including how much air they hold and how quickly you can move air in and out. These breathing tests help diagnose and monitor conditions such as asthma, chronic obstructive pulmonary disease (COPD), and other lung problems. During the test, you breathe into a mouthpiece connected to a machine and follow simple coaching, such as taking a deep breath and blowing out as hard and fast as you can. Some tests measure your lung volumes, check how your airways respond to a medication, or track your breathing during light exercise. The tests are painless and non-invasive, take about 30 to 90 minutes depending on how many are done, and give your doctor a clear picture of your lung health.",Pulmonology,I&S,5723,94618
PE01Z,PE014,Pulmonary function testing,Bronchoprovocation,"Pulmonary function testing measures how well your lungs work, including how much air they hold and how quickly you can move air in and out. These breathing tests help diagnose and monitor conditions such as asthma, chronic obstructive pulmonary disease (COPD), and other lung problems. During the test, you breathe into a mouthpiece connected to a machine and follow simple coaching, such as taking a deep breath and blowing out as hard and fast as you can. Some tests measure your lung volumes, check how your airways respond to a medication, or track your breathing during light exercise. The tests are painless and non-invasive, take about 30 to 90 minutes depending on how many are done, and give your doctor a clear picture of your lung health.",Pulmonology,I&S,5723,"94070, 94617"
PE01Z,PE014,Pulmonary function testing,Bronchoprovocation,"Pulmonary function testing measures how well your lungs work, including how much air they hold and how quickly you can move air in and out. These breathing tests help diagnose and monitor conditions such as asthma, chronic obstructive pulmonary disease (COPD), and other lung problems. During the test, you breathe into a mouthpiece connected to a machine and follow simple coaching, such as taking a deep breath and blowing out as hard and fast as you can. Some tests measure your lung volumes, check how your airways respond to a medication, or track your breathing during light exercise. The tests are painless and non-invasive, take about 30 to 90 minutes depending on how many are done, and give your doctor a clear picture of your lung health.",Pulmonology,I&S,5723,"94070, 94617"
PE01Z,PE015,Pulmonary function testing,Cardiopulmonary exercise testing (CPET),"Pulmonary function testing measures how well your lungs work, including how much air they hold and how quickly you can move air in and out. These breathing tests help diagnose and monitor conditions such as asthma, chronic obstructive pulmonary disease (COPD), and other lung problems. During the test, you breathe into a mouthpiece connected to a machine and follow simple coaching, such as taking a deep breath and blowing out as hard and fast as you can. Some tests measure your lung volumes, check how your airways respond to a medication, or track your breathing during light exercise. The tests are painless and non-invasive, take about 30 to 90 minutes depending on how many are done, and give your doctor a clear picture of your lung health.",Pulmonology,I&S,5723,94621
PE01Z,PE015,Pulmonary function testing,Cardiopulmonary exercise testing (CPET),"Pulmonary function testing measures how well your lungs work, including how much air they hold and how quickly you can move air in and out. These breathing tests help diagnose and monitor conditions such as asthma, chronic obstructive pulmonary disease (COPD), and other lung problems. During the test, you breathe into a mouthpiece connected to a machine and follow simple coaching, such as taking a deep breath and blowing out as hard and fast as you can. Some tests measure your lung volumes, check how your airways respond to a medication, or track your breathing during light exercise. The tests are painless and non-invasive, take about 30 to 90 minutes depending on how many are done, and give your doctor a clear picture of your lung health.",Pulmonology,I&S,5723,94621
PP01Z,PP011,Bronchoscopy,Diagnostic,"A bronchoscopy allows your doctor to visualize your airways using a thin, flexible camera to diagnose or treat lung problems. Your pulmonologist passes the bronchoscope through your mouth or nose into your lungs. The procedure typically takes 15-45 minutes under light sedation. This category includes diagnostic scopes to visualize airways, diagnostic with biopsy to collect tissue samples, and therapeutic procedures using lasers, stents, or heat treatment. You go home the same day after recovery from sedation. Your throat may feel sore temporarily. The cost of this procedure may vary depending on the complexity involved. Categories include diagnostic, diagnostic, with biopsy, therapeutic, simple, therapeutic with ebus-guidance, and therapeutic with bronchial thermoplasty.",Pulmonology,Encounter,5154,"31622, 31623, 31624"
PP01Z,PP011,Bronchoscopy,Diagnostic,"A bronchoscopy allows your doctor to visualize your airways using a thin, flexible camera to diagnose or treat lung problems. Your pulmonologist passes the bronchoscope through your mouth or nose into your lungs. The procedure typically takes 15-45 minutes under light sedation. This category includes diagnostic scopes to visualize airways, diagnostic with biopsy to collect tissue samples, and therapeutic procedures using lasers, stents, or heat treatment. You go home the same day after recovery from sedation. Your throat may feel sore temporarily. The cost of this procedure may vary depending on the complexity involved. Categories include diagnostic, diagnostic, with biopsy, therapeutic, simple, therapeutic with ebus-guidance, and therapeutic with bronchial thermoplasty.",Pulmonology,Encounter,5154,"31622, 31623, 31624"
PP01Z,PP012,Bronchoscopy,"Diagnostic, with biopsy","A bronchoscopy allows your doctor to visualize your airways using a thin, flexible camera to diagnose or treat lung problems. Your pulmonologist passes the bronchoscope through your mouth or nose into your lungs. The procedure typically takes 15-45 minutes under light sedation. This category includes diagnostic scopes to visualize airways, diagnostic with biopsy to collect tissue samples, and therapeutic procedures using lasers, stents, or heat treatment. You go home the same day after recovery from sedation. Your throat may feel sore temporarily. The cost of this procedure may vary depending on the complexity involved. Categories include diagnostic, diagnostic, with biopsy, therapeutic, simple, therapeutic with ebus-guidance, and therapeutic with bronchial thermoplasty.",Pulmonology,Encounter,5154,"31625, 31628, 31629"
PP01Z,PP012,Bronchoscopy,"Diagnostic, with biopsy","A bronchoscopy allows your doctor to visualize your airways using a thin, flexible camera to diagnose or treat lung problems. Your pulmonologist passes the bronchoscope through your mouth or nose into your lungs. The procedure typically takes 15-45 minutes under light sedation. This category includes diagnostic scopes to visualize airways, diagnostic with biopsy to collect tissue samples, and therapeutic procedures using lasers, stents, or heat treatment. You go home the same day after recovery from sedation. Your throat may feel sore temporarily. The cost of this procedure may vary depending on the complexity involved. Categories include diagnostic, diagnostic, with biopsy, therapeutic, simple, therapeutic with ebus-guidance, and therapeutic with bronchial thermoplasty.",Pulmonology,Encounter,5154,"31625, 31628, 31629"
