ssp_grouper_id,category,parent_title_name,disease_area,pos,shoppability,medicare_apc,parent_description
SP03Z,Encounter,Hysterectomy,Gynecology,OP,3.44,5415,"A hysterectomy removes your uterus to treat fibroids, cancer, endometriosis, or other gynecologic conditions. Your surgeon can use open surgery, vaginal approach, or laparoscopic minimally invasive technique depending on your situation. The open or vaginal approach typically requires a 1-2 day hospital stay and 4-6 weeks of recovery; laparoscopic surgery is faster, with a typical recovery of 2-3 weeks. You'll have some vaginal bleeding and cramping for a few weeks. Most people experience relief from their original symptoms. After recovery, you can return to normal activities including exercise and intercourse. This type of procedure can be performed various ways, including an open surgical approach or a minimally invasive laparoscopic technique, and the cost may vary depending on the method used."
SP04Z,Encounter,Hysteroscopy,Gynecology,OP,4.50,5415,"A hysteroscopy directly visualizes and treats conditions inside your uterus. During this brief outpatient procedure, your surgeon passes a thin camera through your cervix to see inside your uterus. For simple diagnostic cases, the doctor may just take tissue samples or assess the cavity. For complex cases, specialized instruments perform ablation to stop heavy bleeding, remove fibroids, or perform sterilization. The procedure takes 15-60 minutes depending on complexity and you're sedated for comfort. Most people go home the same day. Recovery is quick with minimal cramping or spotting. The cost of this procedure may vary depending on the complexity involved. Categories include simple (diagnostic, biopsy) and complex (ablation, myomectomy, sterilization)."
SP060,Encounter,Ovarian cystectomy,Gynecology,OP,4.00,5361,"An ovarian cystectomy is a minimally invasive surgery to remove a fluid-filled sac (a cyst) from your ovary, usually while keeping the ovary itself intact. Your doctor may recommend it when a cyst causes pain, grows large, does not go away on its own, or looks concerning on imaging. Your surgeon makes a few small incisions in your lower abdomen and uses a camera and specialized tools, typically under general anesthesia, to carefully remove the cyst. Most people go home the same day or after a short stay and recover within a couple of weeks. The goal is to relieve symptoms and protect your ovary and future fertility when possible."
SP130,Encounter,Tubal ligation,Gynecology,OP,4.50,5361,"A tubal ligation is a minimally invasive female sterilization surgery that closes your fallopian tubes, the tubes that carry eggs from the ovaries to the uterus. With the tubes sealed, eggs and sperm cannot meet, so pregnancy cannot occur.Sealing these tubes prevents eggs and sperm from meeting, so pregnancy cannot occur. Your surgeon makes one or two small incisions near your navel and uses a camera and specialized instruments, usually under general anesthesia, to cut, seal, clip, or band each tube. The procedure is often done as day surgery, and most people go home the same day. Your menstrual cycle and hormones stay the same. Because it is permanent, your doctor will make sure you are certain about your decision beforehand."
UP01Z,Encounter,Bladder neck resection,Urology / Nephrology,OP,4.50,5374,"A bladder neck resection corrects bladder outlet obstruction or stricture that blocks urine flow. During this outpatient or brief inpatient procedure, your urologist uses an endoscope (camera) passed through the urethra to reach the bladder neck and either incise scar tissue, resect obstructive tissue, or perform sphincterotomy (cutting the muscle). The procedure takes 20-60 minutes and is less invasive than open surgery. You may have a temporary catheter for 24-48 hours. Most people experience improved urinary flow within weeks. Recovery typically takes 2-4 weeks. Follow-up ensures your urine flow remains good. This type of procedure can be performed various ways, including incision / contracture release, resection, and sphincterotomy, and the cost may vary depending on the specific approach or service provided."
UP020,Encounter,Circumcision,Urology / Nephrology,OP,4.50,5373,"A circumcision removes the foreskin covering the tip of your penis. This brief outpatient procedure takes 20-30 minutes and can be performed at any age. You're given local anesthesia for comfort. Afterwards, you'll have swelling and soreness for 1-2 weeks. Activity restrictions vary by age, children usually resume normal play within days, while adults need 1-2 weeks before strenuous activity. Sexual activity should wait 4 weeks. Your doctor provides clear wound care instructions. Most people heal perfectly without complications. Circumcision may be performed for religious reasons, phimosis (tight foreskin), or personal preference."
UP03Z,Encounter,Cystourethroscopy / ureteroscopy,Urology / Nephrology,OP,4.68,5372,"A cystourethroscopy or ureteroscopy visualizes the inside of your bladder and urethra (or ureters) using a thin camera passed through the urethra. This outpatient procedure can be purely diagnostic or therapeutic, depending on your condition. The camera shows your doctor exactly what's causing symptoms like bleeding, pain, or obstruction. If needed, small instruments can remove stones, destroy tumors, remove tissue samples, or place stents. The procedure takes 15-90 minutes depending on complexity. You may have mild burning with urination for a few days. Most people go home the same day. The cost of this procedure may vary depending on the complexity involved. Categories include diagnostic, therapeutic, simple, therapeutic, complex, with ureteroscopy, and with implant."
UP040,Encounter,Hydrocelectomy,Urology / Nephrology,OP,4.50,5341,"A hydrocelectomy removes fluid collecting around your testicle due to hydrocele. This brief outpatient procedure takes 30-45 minutes where your urologist makes a small incision to access and drain the fluid, then closes the membrane lining to prevent recurrence. Local anesthesia provides comfort. Afterwards, you'll have mild groin soreness and swelling for 1-2 weeks. You should avoid heavy lifting and strenuous activity for 2-3 weeks. Most people return to work within a week. The procedure is very successful with low recurrence rates. Your scrotal swelling and discomfort resolve completely."
UP050,Encounter,Transurethral resection of the prostate (TURP),Urology / Nephrology,OP,4.50,5375,"A transurethral resection of the prostate (TURP) removes obstructing prostate tissue causing urinary problems. During this outpatient or brief overnight inpatient procedure, your urologist passes a resectoscope through the urethra to the prostate and uses radiofrequency energy to vaporize obstructive tissue. The procedure takes 30-90 minutes. Most people experience dramatically improved urinary stream within weeks. You may have temporary blood-tinged urine and mild discomfort for a few days. Activity restrictions last 3-4 weeks. Long-term success rates are excellent with symptom improvement lasting many years. This type of procedure can be performed various ways, including initial / revision, and the cost may vary depending on the specific approach or service provided."
UP06Z,Encounter,Urethroplasty,Urology / Nephrology,OP,4.21,5374,"Urethroplasty repairs damage or narrowing of the urethra caused by stricture, injury, or birth defects. Treatment approaches range from simple widening procedures to complex reconstruction with grafts or flaps. Your urologist assesses the stricture location and extent to determine the best surgical approach. Success rates are high with modern techniques, and most patients experience restored normal urinary flow and elimination of symptoms."
UP070,Encounter,Nephrectomy,Urology / Nephrology,OP,2.50,5362,"Nephrectomy removes a kidney when it is affected by cancer, severe disease, chronic infection, or severe trauma. Your surgeon may use traditional open surgery or minimally invasive laparoscopic or robotic techniques. Modern surgical approaches have significantly reduced recovery time while maintaining excellent cancer outcomes. If you have two functional kidneys, loss of one is generally well-tolerated, and your remaining kidney typically maintains normal kidney function."
UP08Z,Encounter,Lithotripsy (kidney stone),Urology / Nephrology,OP,4.41,5374,"Lithotripsy is a procedure to break up or remove kidney stones that are too large to pass on their own. Kidney stones are hard mineral deposits that can cause severe pain and block the flow of urine. Depending on the size and location of the stone, your doctor may use focused shock waves delivered from outside the body to shatter the stone into small pieces that you then pass in your urine, or, for larger stones, a minimally invasive surgery through a small incision in the back to remove the stone directly. The approach is chosen to fit your stone. Both are done with anesthesia so you are comfortable, and clearing the stone relieves pain and restores normal urine flow."
UP110,Encounter,Prostate biopsy,Urology / Nephrology,OP,4.50,5374,"A prostate biopsy collects tissue samples from your prostate to diagnose cancer or confirm high PSA levels. During this quick outpatient procedure, your urologist uses ultrasound guidance to direct a needle into the prostate and remove small tissue samples. The procedure takes 10-15 minutes and you're given local anesthesia for comfort. Afterward, you may have slight blood in your urine or semen for a few days, completely normal. Most people experience minimal discomfort. Results guide decisions about treatment or monitoring. You go home the same day and resume normal activities within a few days."
UT01Z,Encounter,AV access creation for dialysis,Urology / Nephrology,OP,2.00,5184,"An arteriovenous (AV) access is a surgically created connection between an artery and vein in your arm or leg that allows blood to flow quickly for dialysis treatment. During this procedure, your surgeon connects a vein directly to an artery, which causes the vein to enlarge and strengthen over time. This enlarged vein provides reliable access for dialysis needles and improves blood flow during treatment. The procedure takes about an hour and is typically performed as an outpatient surgery. You'll receive local or regional anesthesia so you remain awake but comfortable. Recovery usually takes a few days, though the access may need 2-6 weeks to fully mature before it's ready for dialysis. This procedure can be done as a simple connection or a more complex revision if you have scar tissue or need repair of an existing access. The cost of this procedure may vary depending on the complexity involved. Categories include arteriovenous (av) anastomosis, simple and complex (incl. revision or repair)."
UT02Z,Encounter,Dialysis,Urology / Nephrology,OP,2.00,5401,"Dialysis is a lifesaving treatment that removes waste and excess water from your blood when your kidneys can no longer do this job. Two main types exist: hemodialysis (filtering blood through an artificial kidney machine) and peritoneal dialysis (using your abdominal lining to filter blood). The type of dialysis recommended depends on your kidney function level, lifestyle, and medical status. Most dialysis patients require three sessions per week, each lasting 3-5 hours. With proper dialysis and medical management, patients with kidney failure can enjoy good quality of life."
VE010,I&S,Eye exam,Ophthalmology,OP,5.00,5012,"An eye exam is a comprehensive check of your vision and the health of your eyes. Your eye doctor measures how clearly you see, determines whether you need glasses or contact lenses, and examines the structures inside and outside your eyes for signs of disease. During the visit you read from an eye chart, look through different lenses to fine-tune your prescription, and have the pressure and interior of your eyes checked, sometimes after drops are used to widen your pupils. The exam is painless, though dilating drops can make your vision blurry and light-sensitive for a few hours. Regular eye exams keep your prescription current and help catch conditions such as glaucoma, cataracts, or diabetic eye changes early, when they are most treatable."
VP01Z,Encounter,Cataract surgery,Ophthalmology,OP,4.50,5493,"Cataract surgery is an outpatient procedure that removes your cloudy lens and replaces it with a clear artificial lens to restore vision. Your eye surgeon makes a small incision, breaks up the cloudy lens with ultrasound, and gently removes it. A new lens implant is inserted to focus light on your retina. The procedure takes about 15 minutes per eye under local anesthesia. You go home the same day and vision gradually improves over weeks. This category includes standard extraction and extraction combined with glaucoma treatment (MIGS, Minimally Invasive Glaucoma Surgery). This type of procedure can be performed various ways, including standard extraction and with migs, and the cost may vary depending on the approach used."
VP020,Encounter,Retinal repair surgery,Ophthalmology,OP,4.50,5492,"Retinal repair surgery is an outpatient procedure that repairs damage to your retina, such as a retinal detachment, hole, or macular problem. Your ophthalmologist performs specialized techniques to reattach the retina or repair the damage using lasers, injected gases, or oils. The procedure takes 1-3 hours depending on the problem. You go home the same day or may stay overnight. Recovery involves activity restrictions, positioning requirements, and frequent follow-up appointments to monitor healing."
VP030,Encounter,Glaucoma surgery,Ophthalmology,OP,4.50,5492,"Glaucoma surgery lowers the pressure inside the eye (intraocular pressure) when eye drops, oral medications, or laser treatment have not been sufficient to prevent progressive damage to the optic nerve. Several surgical approaches are used depending on the type and severity of glaucoma: trabeculectomy creates a new drainage opening in the eye wall; canaloplasty uses a microcatheter and stent to widen the eye's natural drainage canal; and aqueous shunt implantation (tube shunt surgery) places a small drainage device to redirect fluid to a reservoir under the conjunctiva. Your ophthalmologist will recommend the most appropriate procedure based on your specific diagnosis, prior treatments, and overall eye health. The goal in all cases is to stabilize eye pressure and protect your remaining vision."
VP040,Encounter,YAG laser capsulotomy,Ophthalmology,OP,4.50,5481,"A YAG (yttrium-aluminum-garnet) laser capsulotomy is a quick laser procedure that restores clear vision when the membrane behind a lens implant becomes cloudy after cataract surgery. This clouding, sometimes called a secondary cataract, can develop months or years later and cause blurry or hazy vision much like the original cataract. Your eye doctor uses numbing drops and a focused laser to create a small opening in the cloudy membrane, letting light pass through clearly again. You sit at a machine and see flashes of light, and most people feel little or no discomfort. The procedure takes only a few minutes, requires no incision, and most people notice their vision clear within a day, returning to normal activities almost immediately."
